productId,productNumber,sameProductDifferentSizes,productNameBold,productNameThin,productNumberShort,assortment,customerOrderSupplySource,customCategoryTitle,categoryLevel1,categoryLevel2,categoryLevel3,categoryLevel4,assortmentText,vintage,grapes,isNewVintage,country,originLevel2,originLevel1,originLevel3,originLevel4,originLevel5,brandOrigin,bottleCode,bottleText,packagingTypeCode,packagingLevel1,volume,parcelFillFactor,seal,vatCode,recycleFee,priceExclVat,priceInclVat,priceInclVatExclRecycleFee,priorPrice,comparisonPrice,originalSellStartDate,productLaunchDate,sellStartTime,producerName,producerDescription,production,cultivationArea,harvest,soil,supplierName,isSupplierTemporaryNotAvailable,isSupplierNotAvailable,backInStockAtSupplier,isDiscontinued,isTemporaryOutOfStock,isCompletelyOutOfStock,isOutOfStockAtDepot,restrictedParcelQuantity,isDefaultProduct,isRegionalRestricted,isNewInAssortment,isWebLaunch,isLimitedEdition,isHidden,isSearchable,isInAnyStoreSearchAssortment,isStoreOrderApplicable,isHomeOrderApplicable,isAgentOrderApplicable,usage,alcoholPercentage,tastingDate,tasteSymbols,tasteClockGroup,tasteClockGroupBitter,tasteClockGroupSmokiness,tasteClockBitter,tasteClockFruitacid,tasteClockBody,tasteClockRoughness,tasteClockSweetness,tasteClockCasque,tasteClockSmokiness,color,taste,aroma,rawMaterial,sugarContent,sugarContentGramPer100ml,additives,storage,preservable,isManufacturingCountry,isOrganic,isLightWeightBottle,isGlutenFree,isEthical,ethicalLabel,isKosher,isNaturalWine,isVeganFriendly,isInSelectedAssortment,isClimateSmartPackaging,isSustainableChoice,isDepotDelivered,availableNumberOfStores,additionalInformation,didYouKnowInformation,images,productNutritionHeaders,ingredients,allergens,tasteClocks,isDKI,supplyChainRestrictedParcelQuantity,supplyChainRestrictedParcelQuantityThreshold,navigationItems
1000444,8962103,[],Schlappeseppel,Kellerbier,89621,FS,depot_supplier,"Öl, Ljus lager, Zwickel, keller- och landbier",Öl,Ljus lager,"Zwickel, keller- och landbier",,Fast sortiment,,,False,Tyskland,,,,,,,Flaska,Flaska,BO,Flaska,330,0.5,Kapsyl,1,0,19.44,24.3,24.3,28.3,73.64,2015-09-01T00:00:00,2015-09-01T00:00:00,10:00:00,Schlappeseppel GmbH,,,,,,Dryckesboden Sverige AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-10°C som sällskapsdryck, till vegetariskt, eller till rätter av ljust kött.",5.5,2021-07-14T00:00:00,Fågel;Fläsk;Grönsaker;Sällskapsdryck;,Måttlig beska,,,6,,6,,1,1,,"Oklar, gul färg.","Maltig smak med inslag av ljust bröd, timjan och apelsinskal.","Maltig doft med inslag av ljust bröd, timjan och aprikos.",Kornmalt och humle.,,,,,,True,False,False,False,False,,False,False,False,True,False,False,True,7, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1000444/1000444', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 6}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockSweetness', 'value': 1}]",False,24,96,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ljus lager', 'friendlyURL': 'ol/ljus-lager'}, {'text': 'Zwickel, keller- och landbier', 'friendlyURL': 'ol/ljus-lager/zwickel-keller-och-landbier'}]"
1001500,3065003,[],Halmstad Brygghus,Vallgatan Pale Ale,30650,TSLS,depot_transit,"Öl, Ale, Amerikansk pale ale (APA)",Öl,Ale,Amerikansk pale ale (APA),,Lokalt & Småskaligt,,,False,Sverige,Halmstads kommun,Hallands län,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,18.72,23.4,23.4,,70.91,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,Halmstad Brygghus,,,,,,Halmstad Brygghus AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-10°C till rätter av fläsk- eller lammkött, eller som sällskapsdryck.",5.5,2015-08-31T00:00:00,Fläsk;Lamm;Sällskapsdryck;,Tydlig beska,,,7,,7,,1,1,,"Mörk, gul färg.","Fruktig, humlearomatisk smak med tydlig beska, inslag av apelsinmarmelad, aprikos, tallbarr och grapefrukt.","Fruktig, humlearomatisk doft med inslag av apelsinmarmelad, aprikos, tallbarr och grapefrukt.",Kornmalt och humle.,,,,,,True,False,False,False,False,,False,False,False,True,False,False,True,10, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1001500/1001500', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 7}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockSweetness', 'value': 1}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ale', 'friendlyURL': 'ol/ale'}, {'text': 'Amerikansk pale ale (APA)', 'friendlyURL': 'ol/ale/amerikansk-pale-ale-apa'}]"
1002137,3066703,[],South Plains,Burning Witches Brew,30667,TSLS,depot_transit,"Öl, Ale, Black IPA",Öl,Ale,Black IPA,,Lokalt & Småskaligt,,,False,Sverige,Malmö stad,Skåne län,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,17.52,21.9,21.9,22.2,66.36,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,South Plains Brewing Company,,,,,,South Plains Brewing Company,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,Serveras vid cirka 10-12°C som sällskapsdryck eller till rätter av nöt- eller viltkött.,7.1,2015-09-01T00:00:00,Nöt;Sällskapsdryck;Vilt;,Tydlig beska,,,8,,6,,1,1,,Brunsvart färg.,"Maltig, rostad smak med tydlig beska, inslag av torkad frukt, ingefära, kaffe, apelsin, choklad och mynta.","Maltig, rostad doft med inslag av torkad frukt, ingefära, kryddor, apelsin, choklad och mynta.","Kornmalt samt humle av sorterna amarillo, simcoe och centennial.",,,,,,True,False,False,False,False,,False,False,False,True,False,False,True,8, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1002137/1002137', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 8}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockSweetness', 'value': 1}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ale', 'friendlyURL': 'ol/ale'}, {'text': 'Black IPA', 'friendlyURL': 'ol/ale/black-ipa'}]"
1009794,3068703,[],Költur That's What She Said,Amber Ale,30687,TSLS,depot_transit,"Öl, Ale, Amber ale",Öl,Ale,Amber ale,,Lokalt & Småskaligt,,,False,Sverige,Södertälje kommun,Stockholms län,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,22.32,27.9,27.9,,84.55,2015-11-02T00:00:00,2015-11-02T00:00:00,10:00:00,Brewing Költur,,,,,,Brewing Költur AB,False,False,,False,False,False,True,,True,True,False,False,False,False,True,True,False,False,False,Serveras vid 10-12°C till rätter av lamm- eller nötkött eller som sällskapsdryck.,5.6,2015-10-05T00:00:00,Lamm;Nöt;Sällskapsdryck;,Tydlig beska,,,9,,7,,1,1,,"Något oklar, brungul färg.","Fruktig, humlearomatisk smak med tydlig beska, inslag av apelsinmarmelad, choklad, aprikos, tallbarr och kryddor.","Fruktig doft med inslag av apelsinmarmelad, choklad, aprikos, tallbarr och kryddor.",Kornmalt och humle.,,,,,,True,False,False,False,False,,False,False,False,True,False,False,False,10, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1009794/1009794', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 9}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockSweetness', 'value': 1}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ale', 'friendlyURL': 'ol/ale'}, {'text': 'Amber ale', 'friendlyURL': 'ol/ale/amber-ale'}]"
1010158,3069701,[],Helsinge,Porter,30697,TSLS,depot_transit,"Öl, Imperial porter och stout",Öl,Porter & Stout,Imperial porter och stout,,Lokalt & Småskaligt,2021,,False,Sverige,Söderhamns kommun,Gävleborgs län,,,,,Flaska,Flaska,BO,Flaska,500,1,,1,0,35.2,44,44,,88,2015-11-02T00:00:00,2015-11-02T00:00:00,10:00:00,Helsinge Ångbryggeri,,,,,,Svensk Cater AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.,7,2021-12-20T00:00:00,Lamm;Nöt;Sällskapsdryck;,Måttlig beska,,,6,,9,,1,1,,Brunsvart färg.,"Nyanserad, rostad, maltig smak med inslag av kavring, katrinplommon, kaffe, choklad, tobak och apelsin.","Nyanserad, maltig doft med inslag av katrinplommon, kaffe, apelsinchoklad och kavring.",Kornmalt och humle.,,,,,Kan lagras.,True,False,False,False,False,,False,False,False,True,False,False,True,10, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1010158/1010158', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 6}, {'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockSweetness', 'value': 1}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Porter & Stout', 'friendlyURL': 'ol/porter-stout'}, {'text': 'Imperial porter och stout', 'friendlyURL': 'ol/porter-stout/imperial-porter-och-stout'}]"
1010902,8873601,[],Kozel,Dark,88736,BS,supplier,"Öl, Mörk lager, Dunkel",Öl,Mellanmörk & Mörk lager,Dunkel,,Ordervaror,,,False,Tjeckien,,,,,,,Flaska,Flaska,BO,Flaska,500,1,,1,0,13.52,16.9,16.9,17.1,33.8,2015-11-02T00:00:00,2015-11-02T00:00:00,10:00:00,Pilsner Urquell,,,,,,Asahi Sweden Filial,False,False,,False,False,False,False,20,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 10-12°C  till rätter av lamm- eller nötkött, eller som sällskapsdryck.",3.8,2016-06-13T00:00:00,Lamm;Nöt;Sällskapsdryck;,Måttlig beska,,,5,,6,,2,1,,"Mörk, brun färg.","Maltig, rostad smak med inslag av kavring, torkad frukt, kakao, mörk sirap och kaffe.","Maltig, rostad doft med inslag av kavring, torkad frukt, kakao och kaffe.",Kornmalt.,,,,,,True,False,False,False,False,,False,False,False,False,False,False,False,2, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1010902/1010902', 'fileType': None, 'size': None}]",[],,KORNMALT,"[{'key': 'TasteClockBitter', 'value': 5}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockSweetness', 'value': 2}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Mellanmörk & Mörk lager', 'friendlyURL': 'ol/mellanmork-mork-lager'}, {'text': 'Dunkel', 'friendlyURL': 'ol/mellanmork-mork-lager/dunkel'}]"
1013540,8892401,[],Guinness,West Indies Porter,88924,FSB,depot_supplier,"Öl, Imperial porter och stout",Öl,Porter & Stout,Imperial porter och stout,,Fast sortiment,,,False,Irland,,,,,,,Flaska,Flaska,BO,Flaska,500,1,,1,0,23.92,29.9,29.9,,59.8,2015-11-02T00:00:00,2015-11-02T00:00:00,10:00:00,Guinness,,,,,,Carlsberg Sverige AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,Serveras vid 8-10°C som sällskapsdryck eller till rätter av mörkt kött.,6,2022-07-11T00:00:00,Lamm;Nöt;Sällskapsdryck;,Måttlig beska,,,6,,6,,1,1,,Brunsvart färg.,"Maltig, nyanserad, rostad smak med inslag av kavring, mörk choklad, dadlar, nougat, russin, apelsinskal och kaffe","Maltig, nyanserad, rostad doft med inslag av kavring, mörk choklad, dadlar, nougat, russin och kaffe.",,,,,,,True,False,False,False,False,,False,False,False,True,False,False,True,9, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1013540/1013540', 'fileType': None, 'size': None}]",[],,kornmalt,"[{'key': 'TasteClockBitter', 'value': 6}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockSweetness', 'value': 1}]",True,12,48,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Porter & Stout', 'friendlyURL': 'ol/porter-stout'}, {'text': 'Imperial porter och stout', 'friendlyURL': 'ol/porter-stout/imperial-porter-och-stout'}]"
1019674,3077703,[],Rantens,Porter,30777,TSLS,depot_transit,"Öl, Torr porter och stout",Öl,Porter & Stout,Torr porter och stout,,Lokalt & Småskaligt,,,False,Sverige,Falköpings kommun,Västra Götalands län,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,24.8,31,31,31.9,93.94,2015-12-01T00:00:00,2015-12-01T00:00:00,10:00:00,Åsalid Bryggeri,,,,,,Åsalid Design,False,False,,False,False,False,True,,True,True,False,False,False,False,True,True,False,False,False,Serveras vid 10-12°C till lamm- eller nötkött eller som sällskapsdryck.,5.7,2015-11-16T00:00:00,Lamm;Nöt;Sällskapsdryck;,Måttlig beska,,,6,,7,,3,1,,Svartbrun färg.,"Maltig, rostad smak med liten sötma, inslag av kavring, kaffe, rökta charkuterier, mörk choklad och dadlar.","Maltig, rostad doft med inslag av kavring, kaffe, rökta charkuterier, mörk choklad och dadlar.",Kornmalt och humle.,,,,,,True,False,False,False,False,,False,False,False,True,False,False,False,11, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1019674/1019674', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 6}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockSweetness', 'value': 3}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Porter & Stout', 'friendlyURL': 'ol/porter-stout'}, {'text': 'Torr porter och stout', 'friendlyURL': 'ol/porter-stout/torr-porter-och-stout'}]"
1019812,3077803,[],Påverås,India Pale Ale,30778,TSLS,depot_transit,"Öl, Ale, India pale ale (IPA)",Öl,Ale,India pale ale (IPA),,Lokalt & Småskaligt,,,False,Sverige,Falköpings kommun,Västra Götalands län,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,23.6,29.5,29.5,31.5,89.39,2015-12-01T00:00:00,2015-12-01T00:00:00,10:00:00,Åsalid Bryggeri,,,,,,Åsalid Design,False,False,,False,False,False,True,,True,True,False,False,False,False,True,True,False,False,False,"Serveras vid 8-10°C till rätter av lamm- eller nötkött, eller som sällskapsdryck.",6,2015-11-20T00:00:00,Lamm;Nöt;Sällskapsdryck;,Tydlig beska,,,9,,7,,1,1,,"Oklar, orange färg.","Fruktig, något humlearomatisk smak med tydlig beska, inslag av honung, ljust bröd, persika och apelsinskal.","Fruktig, något humlearomatisk doft med inslag av apelsin, honung, ljust bröd, persika och örter.",Kornmalt och humle.,,,,,,True,False,False,False,False,,False,False,False,True,False,False,False,10, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1019812/1019812', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 9}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockSweetness', 'value': 1}]",False,,,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ale', 'friendlyURL': 'ol/ale'}, {'text': 'India pale ale (IPA)', 'friendlyURL': 'ol/ale/india-pale-ale-ipa'}]"
1024923,136103,[],Cirrus,The Cloudy Lager,1361,FS,depot_supplier,"Öl, Ljus lager, Modern stil/India Pale Lager",Öl,Ljus lager,Modern stil/India Pale Lager,,Fast sortiment,,,False,Sverige,,,,,,,Flaska,Flaska,BO,Flaska,330,0.5,,1,0,11.6,14.5,14.5,,43.94,2016-03-01T00:00:00,2016-03-01T00:00:00,10:00:00,Brutal Brewing,Brutal Brewing grundades 2011 och ägs av Spendrups.,"Denna öl är, som all annan lager kalljäst. Detta innebär bland annat att jäsningen sker vid en relativt låg temperatur, 5-10 grader, och ölet får mer karaktär av råvaran än av själva jäsningsprocessen. Efter avslutad jäsning lagras ölet i flera veckor, även om denna process också har snabbats på av många bryggerier.",,,,Spendrups Bryggeri AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-10°C till rätter av fisk, ljust kött, till vegetariska rätter eller som sällskapsdryck.",5.1,2020-08-07T00:00:00,Fisk;Grönsaker;Fläsk;Sällskapsdryck;,Måttlig beska,,,5,,5,,1,1,,"Något oklar, gul färg.","Brödig smak med inslag av halm, honung, apelsin och kryddor.","Brödig doft med inslag av halm, honung och kryddor.","Kornmalt samt humle av sorterna palisade, cascade och hallertau.",,,,,,True,True,False,False,False,,False,False,False,True,False,False,True,122, ,Imperial pils eller india pale lager (IPL) är två ölstilar som vuxit fram under tidiga 2000-talet. Namnen syftar på ett alkoholstarkare och ofta mer humledominerat öl. Ordet imperial användes först som benämning på extra stark stout eller porter vilka exporterades till det ryska imperiet under Katarina den stora på 1700-talet. I dag används imperial för att beteckna en ölstil som har högre alkohol och kraftigare smak än ursprungsstilen.,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1024923/1024923', 'fileType': None, 'size': None}]",[],,Kornmalt,"[{'key': 'TasteClockBitter', 'value': 5}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockSweetness', 'value': 1}]",True,24,96,"[{'text': 'Öl', 'friendlyURL': 'ol'}, {'text': 'Ljus lager', 'friendlyURL': 'ol/ljus-lager'}, {'text': 'Modern stil/India Pale Lager', 'friendlyURL': 'ol/ljus-lager/modern-stil-india-pale-lager'}]"
