productId,link
7548901,https://www.systembolaget.se/produkt/vin/arpepe-7548901/
7521801,https://www.systembolaget.se/produkt/vin/purcari-7521801/
7280801,https://www.systembolaget.se/produkt/vin/wrzburger-pfaffenberg-7280801/
7141301,https://www.systembolaget.se/produkt/vin/wrzburger-7141301/
836809,https://www.systembolaget.se/produkt/vin/gran-barquero-pack-836809/
7293001,https://www.systembolaget.se/produkt/vin/arpepe-7293001/
7249201,https://www.systembolaget.se/produkt/vin/escada-7249201/
642008,https://www.systembolaget.se/produkt/vin/apothic-red-642008/
7496001,https://www.systembolaget.se/produkt/vin/livio-pavese-7496001/
1704,https://www.systembolaget.se/produkt/vin/allesverloren-1704-7306101/
556901,https://www.systembolaget.se/produkt/vin/saint-aubin-vieilles-vignes-556901/
556902,https://www.systembolaget.se/produkt/vin/saint-aubin-vieilles-vignes-556902/
7599401,https://www.systembolaget.se/produkt/vin/los-frailes-7599401/
7499101,https://www.systembolaget.se/produkt/vin/los-frailes-7499101/
7522001,https://www.systembolaget.se/produkt/vin/jose-pariente-7522001/
7522501,https://www.systembolaget.se/produkt/vin/chateau-ste-michelle-7522501/
7599801,https://www.systembolaget.se/produkt/vin/cigarra-gran-passo-7599801/
551401,https://www.systembolaget.se/produkt/vin/sancerre-les-roches-551401/
7299301,https://www.systembolaget.se/produkt/vin/domaine-bott-geyl-7299301/
7768001,https://www.systembolaget.se/produkt/vin/brimoncourt-7768001/
7140001,https://www.systembolaget.se/produkt/vin/medolago-albani-7140001/
7775801,https://www.systembolaget.se/produkt/vin/frassinelli-7775801/
7570701,https://www.systembolaget.se/produkt/vin/castelmare-7570701/
7406501,https://www.systembolaget.se/produkt/vin/rumi-7406501/
7750901,https://www.systembolaget.se/produkt/vin/aviny-7750901/
7378301,https://www.systembolaget.se/produkt/vin/lavender-creek-7378301/
7370001,https://www.systembolaget.se/produkt/vin/lusthof-7370001/
7618401,https://www.systembolaget.se/produkt/vin/dufvenkrooks-7618401/
7483001,https://www.systembolaget.se/produkt/vin/muratie-7483001/
7906401,https://www.systembolaget.se/produkt/vin/von-winning-7906401/
7001201,https://www.systembolaget.se/produkt/vin/prm-blue-7001201/
7341701,https://www.systembolaget.se/produkt/vin/ferra-7341701/
7663908,https://www.systembolaget.se/produkt/vin/blue-de-mer-7663908/
7478901,https://www.systembolaget.se/produkt/vin/farmers-market-7478901/
7657801,https://www.systembolaget.se/produkt/vin/ruffino-7657801/
7565501,https://www.systembolaget.se/produkt/vin/langhe-7565501/
7473601,https://www.systembolaget.se/produkt/vin/langhe-7473601/
7561501,https://www.systembolaget.se/produkt/vin/barolo-monfalletto-7561501/
3074402,https://www.systembolaget.se/produkt/vin/jarvso-3074402/
7033301,https://www.systembolaget.se/produkt/vin/muros-de-melgao-7033301/
7183206,https://www.systembolaget.se/produkt/vin/delas-saint-esprit-7183206/
7432508,https://www.systembolaget.se/produkt/vin/amicone-7432508/
7473401,https://www.systembolaget.se/produkt/vin/amarone-della-valpolicella-7473401/
7442601,https://www.systembolaget.se/produkt/vin/dolina-7442601/
201901,https://www.systembolaget.se/produkt/vin/the-foundation-stone-201901/
9546901,https://www.systembolaget.se/produkt/vin/zlatan-plavac-9546901/
7798901,https://www.systembolaget.se/produkt/vin/doyard-mahe-7798901/
7764701,https://www.systembolaget.se/produkt/vin/doyard-mahe-7764701/
7795501,https://www.systembolaget.se/produkt/vin/duval-leroy-7795501/
7724401,https://www.systembolaget.se/produkt/vin/frassinelli-7724401/
7126201,https://www.systembolaget.se/produkt/vin/aurore-7126201/
7758601,https://www.systembolaget.se/produkt/vin/francois-montand-7758601/
7212201,https://www.systembolaget.se/produkt/vin/fontaine-du-clos-7212201/
7102001,https://www.systembolaget.se/produkt/vin/sancerre-7102001/
7147601,https://www.systembolaget.se/produkt/vin/ctes-du-rhne-7147601/
7579901,https://www.systembolaget.se/produkt/vin/palmer-7579901/
7348901,https://www.systembolaget.se/produkt/vin/ctes-du-rhne-7348901/
7354901,https://www.systembolaget.se/produkt/vin/ctes-du-rhne-villages-7354901/
7605901,https://www.systembolaget.se/produkt/vin/chteauneuf-du-pape-7605901/
7779101,https://www.systembolaget.se/produkt/vin/cremant-de-bourgogne-7779101/
7228401,https://www.systembolaget.se/produkt/vin/bourgogne-hautes-ctes-de-nuits-7228401/
7263101,https://www.systembolaget.se/produkt/vin/cte-de-nuits-villages-7263101/
7613601,https://www.systembolaget.se/produkt/vin/sander-7613601/
7927901,https://www.systembolaget.se/produkt/vin/domaene-gobelsburg-7927901/
7777301,https://www.systembolaget.se/produkt/vin/egly-ouriet-7777301/
7756501,https://www.systembolaget.se/produkt/vin/egly-ouriet-7756501/
7314701,https://www.systembolaget.se/produkt/vin/chablis-7314701/
787904,https://www.systembolaget.se/produkt/vin/gancia-787904/
7277701,https://www.systembolaget.se/produkt/vin/verdling-7277701/
7236801,https://www.systembolaget.se/produkt/vin/verdling-7236801/
7254001,https://www.systembolaget.se/produkt/vin/quintaluna-7254001/
7402506,https://www.systembolaget.se/produkt/vin/barolo-la-tartufaia-7402506/
7439301,https://www.systembolaget.se/produkt/vin/barolo-serradenari-7439301/
7487601,https://www.systembolaget.se/produkt/vin/ponzi-7487601/
7462801,https://www.systembolaget.se/produkt/vin/amasole-7462801/
7497001,https://www.systembolaget.se/produkt/vin/amasole-7497001/
641801,https://www.systembolaget.se/produkt/vin/jacobs-creek-641801/
621701,https://www.systembolaget.se/produkt/vin/cosa-dolce-621701/
7726401,https://www.systembolaget.se/produkt/vin/gosset-7726401/
7659801,https://www.systembolaget.se/produkt/vin/viva-valentina-7659801/
314,https://www.systembolaget.se/produkt/vin/vinlada-pi-314-rod-vit-7445209/
7437509,https://www.systembolaget.se/produkt/vin/vinlada-spannande-spanien-vit-7437509/
7484309,https://www.systembolaget.se/produkt/vin/vinlada-spannande-spanien-rod-7484309/
7074901,https://www.systembolaget.se/produkt/vin/tommasi-7074901/
7791501,https://www.systembolaget.se/produkt/vin/mia-7791501/
7487801,https://www.systembolaget.se/produkt/vin/zuccardi-q-7487801/
274002,https://www.systembolaget.se/produkt/vin/amarone-della-valpolicella-classico-274002/
7950401,https://www.systembolaget.se/produkt/vin/ossian-7950401/
7904901,https://www.systembolaget.se/produkt/vin/concentus-7904901/
7954401,https://www.systembolaget.se/produkt/vin/podere-bertarole-7954401/
558502,https://www.systembolaget.se/produkt/vin/petit-chablis-558502/
7680601,https://www.systembolaget.se/produkt/vin/terre-di-san-zeno-7680601/
7930101,https://www.systembolaget.se/produkt/vin/vigneti-di-osan-7930101/
7943802,https://www.systembolaget.se/produkt/vin/recioto-della-valpolicella-classico-7943802/
500601,https://www.systembolaget.se/produkt/vin/dimension-500601/
7733901,https://www.systembolaget.se/produkt/vin/viva-by-carolina-gynning-7733901/
392506,https://www.systembolaget.se/produkt/vin/chteau-belgrave-392506/
7791601,https://www.systembolaget.se/produkt/vin/mathelin-7791601/
8303002,https://www.systembolaget.se/produkt/vin/amontillado-8303002/
236101,https://www.systembolaget.se/produkt/vin/rigogolo-chianti-riserva-236101/
7526701,https://www.systembolaget.se/produkt/vin/zuccardi-q-7526701/
7514401,https://www.systembolaget.se/produkt/vin/val-doca-7514401/
7066001,https://www.systembolaget.se/produkt/vin/jean-dalibert-7066001/
7539201,https://www.systembolaget.se/produkt/vin/chteau-dhautpoul-7539201/
7912501,https://www.systembolaget.se/produkt/vin/ecoltura-7912501/
7722006,https://www.systembolaget.se/produkt/vin/borl-kroff-7722006/
7724306,https://www.systembolaget.se/produkt/vin/borl-kroff-7724306/
7783301,https://www.systembolaget.se/produkt/vin/comte-hugues-de-la-bourdonnaye-7783301/
7796601,https://www.systembolaget.se/produkt/vin/comte-hugues-de-la-bourdonnaye-7796601/
7009901,https://www.systembolaget.se/produkt/vin/kallfelz-7009901/
7592401,https://www.systembolaget.se/produkt/vin/schild-estate-barossa-valley-7592401/
7663301,https://www.systembolaget.se/produkt/vin/angoris-7663301/
7706101,https://www.systembolaget.se/produkt/vin/ferrari-7706101/
793001,https://www.systembolaget.se/produkt/vin/solybiza-793001/
7280901,https://www.systembolaget.se/produkt/vin/perfect-day-7280901/
7293901,https://www.systembolaget.se/produkt/vin/tirrenico-7293901/
7730301,https://www.systembolaget.se/produkt/vin/domaine-les-fumees-blanches-7730301/
7811301,https://www.systembolaget.se/produkt/vin/cartemisia-7811301/
7437401,https://www.systembolaget.se/produkt/vin/crotasc-bianco-7437401/
7795609,https://www.systembolaget.se/produkt/vin/cavas-aviny-mixlada-7795609/
7515901,https://www.systembolaget.se/produkt/vin/black-stallion-7515901/
7592101,https://www.systembolaget.se/produkt/vin/godelia-7592101/
7536001,https://www.systembolaget.se/produkt/vin/black-stallion-napa-valley-7536001/
7557901,https://www.systembolaget.se/produkt/vin/godelia-7557901/
7519102,https://www.systembolaget.se/produkt/vin/libamus-7519102/
7558301,https://www.systembolaget.se/produkt/vin/godelia-7558301/
7592901,https://www.systembolaget.se/produkt/vin/godelia-7592901/
7585601,https://www.systembolaget.se/produkt/vin/barbera-dasti-7585601/
7335101,https://www.systembolaget.se/produkt/vin/barbera-dasti-superiore-7335101/
748706,https://www.systembolaget.se/produkt/vin/deutz-748706/
7750101,https://www.systembolaget.se/produkt/vin/r-dumont-7750101/
7769301,https://www.systembolaget.se/produkt/vin/r-dumont-7769301/
7539601,https://www.systembolaget.se/produkt/vin/eins-zwei-dry-7539601/
7589301,https://www.systembolaget.se/produkt/vin/maison-rijckaert-7589301/
7501201,https://www.systembolaget.se/produkt/vin/maison-rijckaert-7501201/
7501301,https://www.systembolaget.se/produkt/vin/maison-rijckaert-ctes-du-jura-7501301/
7774106,https://www.systembolaget.se/produkt/vin/clotilde-davenne-7774106/
7774102,https://www.systembolaget.se/produkt/vin/clotilde-davenne-7774102/
7508801,https://www.systembolaget.se/produkt/vin/chablis-7508801/
7564401,https://www.systembolaget.se/produkt/vin/reichsrat-von-buhl-7564401/
7710901,https://www.systembolaget.se/produkt/vin/ar-lenoble-7710901/
7533001,https://www.systembolaget.se/produkt/vin/picpoulet-de-pinet-7533001/
7524801,https://www.systembolaget.se/produkt/vin/guldkula-white-7524801/
7595001,https://www.systembolaget.se/produkt/vin/guldkula-black-7595001/
561301,https://www.systembolaget.se/produkt/vin/rully-premier-cru-561301/
228801,https://www.systembolaget.se/produkt/vin/alva-228801/
7445301,https://www.systembolaget.se/produkt/vin/del-pedregal-seleccion-7445301/
7167901,https://www.systembolaget.se/produkt/vin/muratie-7167901/
7463501,https://www.systembolaget.se/produkt/vin/muratie-7463501/
1267001,https://www.systembolaget.se/produkt/vin/el-coto-1267001/
7166101,https://www.systembolaget.se/produkt/vin/quinta-do-tedo-7166101/
229801,https://www.systembolaget.se/produkt/vin/domaine-des-pasquiers-229801/
7119501,https://www.systembolaget.se/produkt/vin/jokigen-7119501/
7762001,https://www.systembolaget.se/produkt/vin/canard-duchne-charles-vii-7762001/
9554101,https://www.systembolaget.se/produkt/vin/contino-9554101/
7608301,https://www.systembolaget.se/produkt/vin/bourgogne-chardonnay-7608301/
7796201,https://www.systembolaget.se/produkt/vin/frst-von-metternich-7796201/
243901,https://www.systembolaget.se/produkt/vin/brndlmayer-243901/
7016008,https://www.systembolaget.se/produkt/vin/levante-7016008/
