productId,productNumber,sameProductDifferentSizes,productNameBold,productNameThin,productNumberShort,assortment,customerOrderSupplySource,customCategoryTitle,categoryLevel1,categoryLevel2,categoryLevel3,categoryLevel4,assortmentText,vintage,grapes,isNewVintage,country,originLevel2,originLevel1,originLevel3,originLevel4,originLevel5,brandOrigin,bottleCode,bottleText,packagingTypeCode,packagingLevel1,volume,parcelFillFactor,seal,vatCode,recycleFee,priceExclVat,priceInclVat,priceInclVatExclRecycleFee,priorPrice,comparisonPrice,originalSellStartDate,productLaunchDate,sellStartTime,producerName,producerDescription,production,cultivationArea,harvest,soil,supplierName,isSupplierTemporaryNotAvailable,isSupplierNotAvailable,backInStockAtSupplier,isDiscontinued,isTemporaryOutOfStock,isCompletelyOutOfStock,isOutOfStockAtDepot,restrictedParcelQuantity,isDefaultProduct,isRegionalRestricted,isNewInAssortment,isWebLaunch,isLimitedEdition,isHidden,isSearchable,isInAnyStoreSearchAssortment,isStoreOrderApplicable,isHomeOrderApplicable,isAgentOrderApplicable,usage,alcoholPercentage,tastingDate,tasteSymbols,tasteClockGroup,tasteClockGroupBitter,tasteClockGroupSmokiness,tasteClockBitter,tasteClockFruitacid,tasteClockBody,tasteClockRoughness,tasteClockSweetness,tasteClockCasque,tasteClockSmokiness,color,taste,aroma,rawMaterial,sugarContent,sugarContentGramPer100ml,additives,storage,preservable,isManufacturingCountry,isOrganic,isLightWeightBottle,isGlutenFree,isEthical,ethicalLabel,isKosher,isNaturalWine,isVeganFriendly,isInSelectedAssortment,isClimateSmartPackaging,isSustainableChoice,isDepotDelivered,availableNumberOfStores,additionalInformation,didYouKnowInformation,images,productNutritionHeaders,ingredients,allergens,tasteClocks,isDKI,supplyChainRestrictedParcelQuantity,supplyChainRestrictedParcelQuantityThreshold,navigationItems
1004436,7249201,[],Escada,Touriga Nacional,72492,FS,depot_supplier,"Rött vin, Fruktigt & Smakrikt",Vin,Rött vin,Fruktigt & Smakrikt,,Fast sortiment,2021,Touriga nacional,False,Portugal,,Lisboa,,,,,Helbutelj,Flaska,BO,Flaska,750,1,Skruvkapsyl,1,0,63.2,79,79,89,105.33,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,DFJ Vinhos,DFJ Vinhos grundades 1998 och har sitt säte i närheten av staden Santarém åtta mil norr om Lissabon. Vinmakare är José Neiva Correia.,,Lisboa ligger vid kusten norr om Lissabon. Regionen gick tidigare under namnet Estremadura.,,,Fields Wine Company AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 16-18°C till rätter av fläsk- eller lammkött, eller till smakrika vegetariska rätter.",12.5,2022-09-12T00:00:00,Fläsk;Lamm;Grönsaker;,,,,,9,8,8,,8,,"Tät, mörk blålila färg.","Mycket fruktig smak med fatkaraktär och liten sötma, inslag av blåbär, skogshallon, viol, mjölkchoklad och svarta vinbär.","Fruktig doft med fatkaraktär, inslag av plommon, viol, blåbär, choklad, lakrits och skogshallon.",Touriga nacional.,17,1.7,,,,False,False,False,False,False,,False,False,False,True,False,False,True,149, ,"Druvsorten touriga nacional odlas framförallt i de portugisiska regionerna Douro och Dão samt i Alentejo, Bairrada, Beiras, Sétubalhalvön och Estremadura / Lisboa.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1004436/1004436', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",False,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Fruktigt & Smakrikt', 'friendlyURL': 'vin/rott-vin/fruktigt-smakrikt'}]"
1004489,642008,"[{'productNumber': '642001', 'volume': 750, 'bottleText': 'Flaska'}]",Apothic Red,Winemaker's Blend,6420,FS,depot_supplier,"Rött vin, Fruktigt & Smakrikt",Vin,Rött vin,Fruktigt & Smakrikt,,Fast sortiment,2020,Zinfandel;Syrah;Merlot;Cabernet sauvignon,False,USA,,Kalifornien,,,,,BiB,Box,BBG,Box,3000,2,Tryckknapp topp,1,0,239.2,299,299,,99.67,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,Apothic Wines,Vinmakare är Debbie Juergenson.,,Kalifornien ligger på USAs västkust. Druvorna till detta vin kommer framförallt från områden kring Lodi.,,,Spendrups Bryggeri AB,False,False,,False,False,False,False,,False,False,False,False,False,False,True,True,True,True,True,"Serveras vid 16-18°C till rätter av lamm- eller nötkött, som sällskapsdryck eller till milda ostar.",13.5,2022-08-08T00:00:00,Lamm;Nöt;Ost;Sällskapsdryck;,,,,,8,8,6,,8,,"Mörk, blåröd färg.","Generöst fruktig smak med fatkaraktär och liten sötma, inslag av björnbärssylt, blåbär, mynta och vanilj.","Generöst fruktig doft med fatkaraktär, inslag av blåbär, mynta, björnbär och vanilj.","Zinfandel, merlot, syrah och cabernet sauvignon.",13,1.3,,Vinet har lagrats på ståltank med ekstavar av amerikansk- och fransk ek.,,False,False,False,False,False,,False,False,False,True,True,False,True,378, ,Druvsorten zinfandel är identisk med den italienska druvan primitivo. Dessa druvor härstammar i sin tur från den kroatiska druvan crljenak kastelanski.,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1004489/1004489', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 8}]",True,4,16,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Fruktigt & Smakrikt', 'friendlyURL': 'vin/rott-vin/fruktigt-smakrikt'}]"
1005524,7496001,[],Livio Pavese,Barbera del Monferrato Organico,74960,FS,depot_supplier,"Rött vin, Fruktigt & Smakrikt",Vin,Rött vin,Fruktigt & Smakrikt,,Fast sortiment,2021,Barbera,False,Italien,Barbera del Monferrato,Piemonte,,,,,Helbutelj,Lättare glasflaska,BO_DLVF,Flaska,750,1,Naturkork,1,0,95.2,119,119,,158.67,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,Livio Pavese,Livio Pavese är vinodlare i tionde generationen.,,Monferrato ligger i regionen Piemonte i nordvästra Italien.,,,Chris-Wine AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,Serveras vid 16-18°C till rätter av lamm- och nötkött eller till smakrika vegetariska rätter.,13.5,2022-07-25T00:00:00,Nöt;Lamm;Grönsaker;,,,,,9,8,7,,8,,"Mörk, blåröd färg.","Fruktig smak med fatkaraktär, inslag av mörka körsbär, kryddor, blåbär, muskot och choklad.","Fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, kryddor, choklad och blåbär.",Barbera.,<3,"<0,3",,,,False,True,True,False,False,,False,False,False,True,False,False,True,53, ,"Barbera kommer ursprungligen från Piemonte i nordvästra Italien, där den upptar cirka 20 500 hektar. Viner av druvsorten kallas ofta ""il vino del popolo"", folkets vin.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1005524/1005524', 'fileType': None, 'size': None}]",[],,sulfiter,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]",True,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Fruktigt & Smakrikt', 'friendlyURL': 'vin/rott-vin/fruktigt-smakrikt'}]"
1006260,556901,"[{'productNumber': '556902', 'volume': 375, 'bottleText': 'Flaska'}]",Saint-Aubin Vieilles Vignes,Domaine Roux,5569,BS,supplier,"Vitt vin, Fylligt & Smakrikt",Vin,Vitt vin,Fylligt & Smakrikt,,Ordervaror,2020,Chardonnay,False,Frankrike,Côte de Beaune,Bourgogne,Saint-Aubin,,,,Helbutelj,Flaska,BO,Flaska,750,1,Naturkork,1,0,255.2,319,319,,425.33,2015-12-01T00:00:00,2015-12-01T00:00:00,10:00:00,Domaine Roux,,,,,,Ward Wines AB,False,False,,False,False,False,True,,False,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-12°C till rätter av ljust kött eller lamm, eller till smakrika fiskrätter.",13,2022-04-04T00:00:00,Fågel;Fläsk;Lamm;Fisk;,,,,,10,7,,1,10,,"Ljus, gul färg.","Nyanserad, mycket frisk smak med tydlig rostad fatkaraktär, inslag av äpplen, gula plommon, brynt smör, kardemumma, hasselnötter och citrus.","Nyanserad doft med tydlig rostad fatkaraktär, inslag av äpplen, gula plommon, brynt smör, kardemumma, fransk nougat och apelsin.",Chardonnay.,,,,,Kan lagras.,False,False,False,False,False,,False,False,False,False,False,False,False,2, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1006260/1006260', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]",True,,,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Vitt vin', 'friendlyURL': 'vin/vitt-vin'}, {'text': 'Fylligt & Smakrikt', 'friendlyURL': 'vin/vitt-vin/fylligt-smakrikt'}]"
1006280,556902,"[{'productNumber': '556901', 'volume': 750, 'bottleText': 'Flaska'}]",Saint-Aubin Vieilles Vignes,Domaine Roux,5569,FS,depot_supplier,"Vitt vin, Fylligt & Smakrikt",Vin,Vitt vin,Fylligt & Smakrikt,,Fast sortiment,2020,Chardonnay,False,Frankrike,Côte de Beaune,Bourgogne,Saint-Aubin,,,,Halvbutelj,Flaska,BO,Flaska,375,0.5,Naturkork,1,0,143.2,179,179,,477.33,2015-12-01T00:00:00,2015-12-01T00:00:00,10:00:00,Domaine Roux,Domaine Roux Père & Fils är ett familjeföretag. Familjen har bott i Saint.Aubin i över 300 år och odlat vin sedan 1885. Egendomen omfattar 70 hektar.,Vinet har jäst i ekfat.,Saint-Aubin ligger i södra delen av Côte de Beaune i centrala Bourgogne. Druvorna till detta vin kommer från vingårdar som ligger 300-350 meter över havet i sydvästliga sluttningar. Odlingarna är planterade med 10 000 vinstockar per hektar.,,Kalkhaltig lera.,Ward Wines AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-12°C till rätter av ljust kött eller lamm, eller till smakrika fiskrätter.",13,2022-04-04T00:00:00,Fågel;Fläsk;Lamm;Fisk;,,,,,10,7,,1,10,,"Ljus, gul färg.","Nyanserad, mycket frisk smak med tydlig rostad fatkaraktär, inslag av äpplen, gula plommon, brynt smör, kardemumma, hasselnötter och citrus.","Nyanserad doft med tydlig rostad fatkaraktär, inslag av äpplen, gula plommon, brynt smör, kardemumma, fransk nougat och apelsin.",Chardonnay.,<3,"<0,3",,"Vinet har lagrats 12-14 månader på franska ekfat, varav 25 procent var nya.",Kan lagras.,False,False,False,False,False,,False,False,False,True,False,False,True,17, ,"Druvsorten chardonnay är mycket populär bland vinodlare över hela världen. Den är enkel att odla, anpassar sig lätt till olika klimat, är utmärkt att blanda med andra druvor. Chardonnay har därför blivit en av de vanligaste druvorna för att tillverka torra, vita viner. Druvan lämpar sig också väldigt bra för ekfatslagring, vilket är något man tagit fasta på i Bourgogne.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1006280/1006280', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]",True,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Vitt vin', 'friendlyURL': 'vin/vitt-vin'}, {'text': 'Fylligt & Smakrikt', 'friendlyURL': 'vin/vitt-vin/fylligt-smakrikt'}]"
1007535,7599801,[],Cigarra Gran Passo,Touriga Nacional Cabernet Sauvignon,75998,FS,depot_supplier,"Rött vin, Fruktigt & Smakrikt",Vin,Rött vin,Fruktigt & Smakrikt,,Fast sortiment,2020,Cabernet sauvignon;Touriga nacional,False,Portugal,,Lisboa,,,,,Helbutelj,Flaska,BO,Flaska,750,1,Skruvkapsyl,1,0,71.2,89,89,90,118.67,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,Casa Santos Lima,"Casa Santos Lima är ett familjeföretag, som grundades av Joaquim Santos Lima i slutet av 1800-talet.",,Lisboa ligger vid kusten norr om Lissabon. Regionen gick tidigare under namnet Estremadura.,,,Giertz Vinimport AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,Serveras vid 16-18°C till rätter av lamm- och nötkött.,14,2022-08-08T00:00:00,Lamm;Nöt;,,,,,9,9,8,,8,,"Mörk, blåröd färg.","Mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, viol, plommon, björnbär och choklad.","Fruktig doft med fatkaraktär, inslag av björnbär, viol, choklad, plommon, fikon och vanilj.",50% touriga nacional och 50% cabernet sauvignon.,7,0.7,,,,False,False,False,False,False,,False,False,False,True,False,False,True,216,Producenten uppger att detta är veganvänligt.,"Druvsorten touriga nacional odlas framförallt i de portugisiska regionerna Alentejo, Bairrada, Beiras, Dão, Douro och Estremadura/Lisboa. Cabernet sauvignon är historiskt förknippad med Bordeaux i Frankrike men har odlats med framgång i stora delar av vinvärlden.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1007535/1007535', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",True,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Fruktigt & Smakrikt', 'friendlyURL': 'vin/rott-vin/fruktigt-smakrikt'}]"
1007578,551401,[],Sancerre Les Roches,Domaine Vacheron,5514,FS,depot_supplier,"Vitt vin, Friskt & Fruktigt",Vin,Vitt vin,Friskt & Fruktigt,,Fast sortiment,2020,Sauvignon blanc,False,Frankrike,Sancerre,Loiredalen,,,,,Helbutelj,Flaska,BO,Flaska,750,1,Naturkork,1,0,239.2,299,299,,398.67,2015-12-01T00:00:00,2015-12-01T00:00:00,10:00:00,Domaine Vacheron,Domaine Vacheron drivs av kusinerna Jean-Laurent och Jean-Dominique Vacheron. Det är också de som är varumärkets vinmakare. Sedan tidigt 2000-tal är vingårdarna odlade enligt biodynamiska principer.,,Sancerre ligger cirka tio mil söder om Paris i regionen Loire. Druvorna till detta vin kommer från vingårdar på cirka 300 meters höjd över havet. Vinstockarna är 30-60 år gamla.,Manuell.,Kalksten och flinta.,The WineAgency Sweden AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur, eller till syrliga getostar. eller till sallader.",14,2021-08-03T00:00:00,Grönsaker;Fisk;Ost;Skaldjur;,,,,,10,4,,1,1,,Ljusgul färg med grön nyans.,"Nyanserad, aromatisk, mycket frisk smak med inslag av gröna äpplen, krusbär, mineral, grön kiwi, svartvinbärsblad och lime.","Nyanserad, aromatisk doft med inslag av gröna äpplen, mineral, krusbär, vita vinbär, färska örter och lime.",Sauvignon blanc.,<3,"<0,3",,,,False,True,False,False,False,,False,False,False,True,False,False,True,96, ,Druvsorten sauvignon blanc odlas i många delar av vinvälden och trivs på platser som är hyfsat svala. Några av de mest kända ursprungen är Sancerre i Frankrike och Marlborough i Nya Zeeland.,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1007578/1007578', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]",True,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Vitt vin', 'friendlyURL': 'vin/vitt-vin'}, {'text': 'Friskt & Fruktigt', 'friendlyURL': 'vin/vitt-vin/friskt-fruktigt'}]"
1008061,7570701,[],Castelmare,Amarone della Valpolicella Classico,75707,FS,depot_supplier,"Rött vin, Kryddigt & Mustigt",Vin,Rött vin,Kryddigt & Mustigt,,Fast sortiment,2019,,False,Italien,Valpolicella,Venetien,Amarone della Valpolicella,Amarone della Valpolicella Classico,,,Helbutelj,Flaska,BO,Flaska,750,1,Naturkork,1,0,143.2,179,179,,238.67,2015-10-01T00:00:00,2015-10-01T00:00:00,10:00:00,Cantina Valpolicella Negrar,Vincooperativet Cantina Valpolicella Negrar startades den 23 augusti 1933. Idag består kooperativet av 230 odlare som förfogar över en areal om 600 hektar.,Druvorna torkas under 120 dagar följt av jäsning och kallmaceration.,"Valpolicella ligger norr om Verona i nordöstra Italien. Druvorna till detta vin växer i Valpolicella Classico. Classico syftar på de högre belägna, kulligare delarna av området.",,,Carovin AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid cirka 18°C till lagrad hårdost, eller till smakrika rätter av nöt- och viltkött.",15,2022-04-29T00:00:00,Nöt;Ost;Vilt;,,,,,9,10,9,,8,,"Mörk, rödblå färg.","Kryddig, nyanserad smak med inslag av mörka körsbär, choklad, kryddnejlika,  romrussin, nötter och vanilj.","Kryddig, nyanserad doft med fatkaraktär, inslag av mörka körsbär, kryddnejlika, russin, choklad, kanel, nötter och vanilj.",,10,1.0,,Vinet har lagrats ett och ett halvt år på franska ekfat från Allier och Never.,,False,False,False,False,False,,False,False,False,True,False,False,True,195, ,"I exempelvis Frankrike, Italien och Spanien är det vanligt att flera vinodlare går samman i ett kooperativ. Ett kooperativ kan exempelvis hålla nere kostnader för utrustning i vineriet. Ibland buteljeras vinerna under kooperativens varumärke och ibland producerar vinbönderna vin under egen etikett.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1008061/1008061', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",True,6,24,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Kryddigt & Mustigt', 'friendlyURL': 'vin/rott-vin/kryddigt-mustigt'}]"
10104546,7478901,[],Farmers Market,Organic,74789,FS,depot_supplier,"Rött vin, Kryddigt & Mustigt",Vin,Rött vin,Kryddigt & Mustigt,,Fast sortiment,,Primitivo;Negroamaro,False,Italien,,,,,,,Helbutelj,Lättare glasflaska,BO_DLVF,Flaska,750,1,Skruvkapsyl,1,0,63.2,79,79,,105.33,2018-01-22T00:00:00,2018-01-22T00:00:00,10:00:00,Winepartners Nordic AB,,,,,,Winepartners Nordic AB,False,False,,False,False,False,False,,True,False,False,False,False,False,True,True,True,True,True,"Serveras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till smakrika vegetariska rätter.",14,2022-06-09T00:00:00,Fläsk;Grönsaker;Lamm;,,,,,9,7,6,,4,,"Mörk, blålila färg.","Kryddig, fruktig smak med inslag av fat, plommon, svartpeppar, fikon och vanilj.","Kryddig, fruktig doft med inslag av fat, plommon, kryddnejlika, fikon och blåbär.","Negroamaro, primitivo och övriga druvsorter.",7,0.7,,,,False,True,True,False,False,,False,False,False,True,False,False,True,276,Producenten uppger att detta är veganvänligt.,"Druvan negroamaro, som betyder mörk och bitter, spelar huvudrollen i många viner från Apulien.","[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/10104546/10104546', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]",False,12,48,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Kryddigt & Mustigt', 'friendlyURL': 'vin/rott-vin/kryddigt-mustigt'}]"
1013212,7183206,"[{'productNumber': '7183201', 'volume': 750, 'bottleText': 'Flaska'}]",Delas Saint Esprit,Côtes du Rhône,71832,BS,supplier,"Rött vin, Kryddigt & Mustigt",Vin,Rött vin,Kryddigt & Mustigt,,Ordervaror,2019,,False,Frankrike,Côtes du Rhône,Rhonedalen,,,,,Magnum,Magnum,BO,Flaska,1500,4,Naturkork,1,0,183.2,229,229,,152.67,2015-11-02T00:00:00,2015-11-02T00:00:00,10:00:00,Delas,,,,,,Ward Wines AB,True,False,2049-12-31T00:00:00,False,True,False,True,,False,False,False,False,False,False,True,True,True,True,True,Serveras vid cirka 18°C till rätter av lamm- eller nötkött.,13,2021-05-03T00:00:00,Lamm;Nöt;,,,,,9,8,8,,4,,"Mörk, blåröd färg.","Kryddig smak med inslag av fat, björnbär, lagerblad, viol, skogshallon, choklad och svartpeppar.","Kryddig doft med inslag av fat, björnbär, lagerblad, viol, skogshallon, choklad och peppar.",,,"<0,3",,,,False,False,False,False,False,,False,False,False,False,False,False,False,1, ,,"[{'imageUrl': 'https://product-cdn.systembolaget.se/productimages/1013212/1013212', 'fileType': None, 'size': None}]",[],,Sulfiter,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",True,,,"[{'text': 'Vin', 'friendlyURL': 'vin'}, {'text': 'Rött vin', 'friendlyURL': 'vin/rott-vin'}, {'text': 'Kryddigt & Mustigt', 'friendlyURL': 'vin/rott-vin/kryddigt-mustigt'}]"
